SKU编码,SKU名称,站点,平台,ABCD类,分层,混合水平月销量,系统预测月销量,实际月销量,偏差数量,偏差率,绝对偏差率APE
DJ505338_2,US VD 板式床 乡村风掀盖米字拼框 6抽 Q款 一件两箱 颜色->棕色,ALL,AMAZON,C,T4B,19.77,10.06,70,-59.94,-0.8562,0.8562
DJ505581_2,EU BW铁木软包床LIWS-01 HQ  122款 粉色 一件一箱 90*200,ALL,AMAZON,C,T4B,19.04,9.14,70,-60.86,-0.8694,0.8694
DJ505589_3,EU MS 猫爬架 2顶窝猫房爬梯猫勺吊床 一件一箱 颜色->浅灰色,ALL,AMAZON,C,T4B,71.08,34.12,70,-35.88,-0.5126,0.5126
DJ505634_1,"US UA DK-XZ09 2米L型板式3抽行政桌 一件两箱 颜色->#1,胡桃色+麻面黑",ALL,AMAZON,C,T4B,14.17,6.80,70,-63.20,-0.9028,0.9028
DJ505668_5,US SD L桌带文件抽桌面宽470mm  颜色->989-2,ALL,AMAZON,C,T4B,20.81,9.99,70,-60.01,-0.8573,0.8573
DJ478585_1,EU MS 猫爬架3顶窝175一件一箱 颜色->米白,ALL,AMAZON,C,T4B,67.61,32.45,69,-36.55,-0.5297,0.5297
DJ502257_1_WF,US AE 书柜 抽屉2个+插盘 2件1箱小麻点款 二件一箱 颜色->黑色,ALL,UNKNOWN,D,T4B,70.02,33.61,69,-35.39,-0.5129,0.5129
DJ503122_3_WF,US SD 谷仓门双顶咖啡桌 一件一箱 颜色->白橡纹+卡罗橡纹,ALL,UNKNOWN,C,T4B,15.99,8.59,69,-60.41,-0.8755,0.8755
DJ504078_2,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 TXL 一件一箱,ALL,AMAZON,C,T4B,107.74,43.96,69,-25.04,-0.3629,0.3629
DJ504132_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.6*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,38.22,19.45,69,-49.55,-0.7182,0.7182
DJ504308_1,EU DC铁木床LIW-02 床头一层板+交叉造型+灯带插排 ZY 火烧色 一件一箱 90*200,ALL,AMAZON,C,T4B,32.05,17.23,69,-51.77,-0.7503,0.7503
DJ504648_2,UK DC气动床BQD-01 603 HQ 灰色麻布+火烧色一件两箱 135*190,ALL,AMAZON,B,T4A,90.70,47.14,69,-21.86,-0.3169,0.3169
DJ504971_1,EU AG床头柜 隐藏式带锁三抽一格40*35cm+欧标1AC+2USB插排+RGB灯带 一件一箱 颜色->白色,ALL,AMAZON,C,T3,112.17,106.41,69,37.41,0.5422,0.5422
DJ505052_4,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ黑色pu+黑色一件一箱140*200,ALL,AMAZON,C,T4B,37.59,20.21,69,-48.79,-0.7071,0.7071
DJ505225_2,US 594F款 F尺寸上床下桌8抽带灯带插排 一件两箱 颜色->白色,ALL,UNKNOWN,A,T4B,51.40,20.97,69,-48.03,-0.6960,0.6960
DJ505337_1,US VD 板式床 乡村风掀盖米字拼框 6抽 F款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,43.13,21.94,69,-47.06,-0.6820,0.6820
DJ505361_1,EU FR浴室窄高柜 板式 一抽+纸巾架 铣槽包覆柜门一件一箱 颜色->白色,ALL,AMAZON,C,T4B,50.90,27.36,69,-41.64,-0.6035,0.6035
DJ505491_1,"UK KM BF-LA01 铁木床铁线镂空  一箱一件  尺码->L,135*190;颜色->棕色,复古色",ALL,AMAZON,C,T4B,35.09,18.86,69,-50.14,-0.7266,0.7266
DJ505589_1,EU MS 猫爬架 2顶窝猫房爬梯猫勺吊床 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,8.64,4.14,69,-64.86,-0.9399,0.9399
DJVN000086_1,"US WIN 大柜子铁配木马桶架 一件一箱 颜色->#3,原木色(DS6650-L02)",ALL,AMAZON,D,T4B,26.76,10.92,69,-58.08,-0.8418,0.8418
DJ503561_1,US 床T-B303T软包床头翻开床尾铝材四抽灯带99*190 颜色麻布深灰,ALL,AMAZON,C,T4A,99.32,46.08,68,-21.92,-0.3223,0.3223
DJ504018_2,US 纯板材X字双抽高文件柜 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,55.73,22.74,68,-45.26,-0.6656,0.6656
DJ504288_2,"US 床T-B731T前后围栏四抽水晶扣含插盘灯带99*190 颜色->#2,2024-17粉色绒布+白色铁",ALL,AMAZON,B,T3,104.73,109.97,68,41.97,0.6172,0.6172
DJ504660_2,US DC 高架床 TB-01  YL 床尾二抽 三T床上桌款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,73.71,30.08,68,-37.92,-0.5577,0.5577
DJ504762_2,US SD T字双人桌 一件一箱  颜色->火烧云,ALL,AMAZON,C,T4A,81.73,37.92,68,-30.08,-0.4423,0.4423
DJ504915_1,EU DC LED木质镜柜三开门内开 HYC 80*16*60 白色 一件一箱,ALL,TIKTOK,C,T4B,17.94,8.61,68,-59.39,-0.8734,0.8734
DJ504922_1,"US SK CT-YX01 圆形咖啡桌 一件一箱 颜色->#1,实木色",ALL,AMAZON,C,T4B,43.59,20.92,68,-47.08,-0.6923,0.6923
DJ505086_1,US DC PU床 双侧LED USB款 Q 黑色 HQ一件一箱,ALL,AMAZON,B,T4B,59.96,24.46,68,-43.54,-0.6403,0.6403
DJ505155_1,US 上床下床侧边带四抽挂衣架 一件一箱 颜色->火烧云,ALL,AMAZON,C,T3,173.74,182.43,68,114.43,1.6828,1.6828
DJVN000014_3,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#2,黑色麻面",ALL,WALMART,C,T4B,60.00,24.48,68,-43.52,-0.6400,0.6400
DJVN000073_1,US 31寸现代简约洗手台 一件一箱 颜色->黑色麻面(DS6607-D),ALL,AMAZON,C,T4B,50.60,24.29,68,-43.71,-0.6428,0.6428
DJ504510_1,EU FR 拼色浴室面盆柜单开门+左三层开放格 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,64.09,32.61,67,-34.39,-0.5133,0.5133
DJ504565_1,"US 床YL545 T板式5抽布抽床+集成书柜 灯带+插盘99*190 颜色->#1,白板+白铁",ALL,AMAZON,B,T4A,87.62,40.65,67,-26.35,-0.3932,0.3932
DJ504572_1,US 1.4mX字腿错层板材单人桌 一件一箱 颜色->棕顶+白,ALL,AMAZON,C,T4B,27.46,13.18,67,-53.82,-0.8033,0.8033
DJ504610_2,US VD 板式悬浮床 掀盖软包靠背 F 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,32.08,16.32,67,-50.68,-0.7564,0.7564
DJ504722_2,"UK KM 铁木床洞洞板基础款 一箱一件 尺码->#11,英标135*190;颜色->棕色,复古色",ALL,AMAZON,C,T4B,60.72,32.64,67,-34.36,-0.5128,0.5128
DJ505019_4,US DC 高架床 LLB-04  YL 私密堡垒储物款 T 尺寸 一件一箱 颜色->粉色,ALL,AMAZON,D,T4B,25.46,12.22,67,-54.78,-0.8176,0.8176
DJ505120_1,US SD L升降桌带文件柜  一件两箱  颜色->火烧云,ALL,AMAZON,C,T4A,104.99,48.71,67,-18.29,-0.2729,0.2729
DJ505134_2,US SD 1.6米单人升降行政桌  一件两箱 颜色->黑麻+火烧云,ALL,AMAZON,C,T4B,54.69,26.25,67,-40.75,-0.6082,0.6082
DJ505200_1,"US HA 书桌 VT11 8抽波浪纹大款梳妆台玻璃柜+七彩流光灯+插座 一件两箱A/B 颜色->#1,白色麻点",ALL,UNKNOWN,A,T4B,11.07,5.31,67,-61.69,-0.9207,0.9207
DJ505483_3,US 1.2米双铁网门厨房置物架 一件一箱 颜色-> 颜色->火烧云,ALL,AMAZON,C,T4B,61.20,32.90,67,-34.10,-0.5090,0.5090
DJ505641_2,EU AG气杆床 绒布 立耳简约款1.4*1.9m 1灯带 欧标排插3U1T 一件两箱  颜色->深灰色,ALL,AMAZON,C,T4B,9.52,4.57,67,-62.43,-0.9318,0.9318
DJ505671_1,US DC 公主床 BPS-01 GS-041钻石拉扣床侧带抽 T 粉色 一件一箱,ALL,AMAZON,B,T4B,61.90,33.28,67,-33.72,-0.5034,0.5034
DJ505711_3,US SD L桌六抽升降桌电脑桌 一件两箱 颜色->木纹色+白色,ALL,AMAZON,C,T4B,9.30,4.46,67,-62.54,-0.9334,0.9334
DJ505732_2,US 1.5米农舍竖条对开门L桌 一件一箱 颜色->灰古木,ALL,AMAZON,C,T4B,22.36,10.74,67,-56.26,-0.8398,0.8398
DJ502834_1,US AG 铁木3抽边桌 灯带+排插  一件一箱 颜色->黑色,ALL,UNKNOWN,B,T4B,72.69,34.89,66,-31.11,-0.4714,0.4714
DJ504296_2,"US BF 储物柜 DT24 6抽无拉手悬浮顶带灯带一件一箱 颜色->#2,白色麻面",ALL,AMAZON,C,T3,107.18,110.32,66,44.32,0.6716,0.6716
DJ504572_2,US 1.4mX字腿错层板材单人桌 一件一箱 颜色->棕顶+黑,ALL,UNKNOWN,C,T4B,31.95,17.18,66,-48.82,-0.7397,0.7397
DJ504692_1,UK AG JYH210A 棉麻软包气杆床 靠背2档调节 双灯带 135*190cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,B,T4B,8.86,4.25,66,-61.75,-0.9356,0.9356
DJ505137_2,US 1.55米美式L桌带文件柜 一件一箱 颜色->橡木灰,ALL,UNKNOWN,C,T4B,56.43,30.34,66,-35.66,-0.5404,0.5404
DJ505138_2,US SD 1.8米三抽L桌带双柜门 一件两箱 颜色->浮雕白+棕色,ALL,AMAZON,C,T4B,26.15,12.55,66,-53.45,-0.8099,0.8099
DJ505238_2,US HS 储物柜-DSXC-02抽面铣型带插 DFS 十斗 3x2+4一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,11.94,6.42,66,-59.58,-0.9027,0.9027
DJ505525_1_WF,US 床BJS-2406Q空格翻盖悬浮软包含插盘灯带153*203 一件一箱 颜色麻布深灰+木纹黑色板,ALL,UNKNOWN,D,T4B,39.72,20.21,66,-45.79,-0.6938,0.6938
DJVN000208_1,"US WIN 全开放八字胡书柜 一件一箱 颜色->#1,浮雕山纹黑大通元素DS6607/A05014K",ALL,AMAZON,D,T4B,4.87,2.34,66,-63.66,-0.9646,0.9646
DJ502566_1,US SD 双抽文件柜带排插 一件一箱 颜色->黑麻,ALL,AMAZON,C,T4B,96.97,39.57,65,-25.43,-0.3913,0.3913
DJ502894,EU DC LED镜柜三开门80*16*60 白色 一件一箱,ALL,AMAZON,B,T4A,118.71,58.39,65,-6.61,-0.1017,0.1017
DJ503006,EU DC LED镜柜三开门70*16*60 白色 一件一箱,ALL,AMAZON,B,T3,164.72,148.25,65,83.25,1.2808,1.2808
DJ503905_3,US AG 高款板式三抽边桌 灯带+排插 一件一箱 颜色->火烧云,ALL,TIKTOK,B,T4B,27.05,12.98,65,-52.02,-0.8003,0.8003
DJ504345_2,EU BW铁木床LIWS-02 高床头储物+倾斜靠背+灯带插排 ZY火烧色 一件一箱 120*200,ALL,AMAZON,C,T4B,44.29,21.26,65,-43.74,-0.6730,0.6730
DJ504399_1,"US AE 书柜 NT24 两抽悬浮滑盖加灯带插排 颜色->#1,黑色麻面",ALL,TIKTOK,C,T4B,34.96,18.80,65,-46.20,-0.7108,0.7108
DJ504513,EU BW铁木床LIWS-02 高床头储物+倾斜靠背+灯带插排 ZY火烧色一件两箱 160*200,ALL,AMAZON,C,T4B,30.83,14.80,65,-50.20,-0.7723,0.7723
DJ504642_3,US SD 2米L桌带亚克力门文件柜  一件一箱 颜色->白麻,ALL,AMAZON,C,T4B,58.58,28.12,65,-36.88,-0.5674,0.5674
DJ504647_2,UK DC 悬浮床BXF-Q01 602 HQ 灰色麻布+火烧色 一件两箱 150*200,ALL,AMAZON,C,T4B,37.78,18.14,65,-46.87,-0.7210,0.7210
DJ504649_3,US YW01 7抽帐篷低阁楼床带2条灯带床头置物袋 颜色->粉色,ALL,UNKNOWN,A,T4B,46.97,19.16,65,-45.84,-0.7052,0.7052
DJ504851_1,US AG 绒布皇冠公主床 尾抽 T  颜色->粉色,ALL,AMAZON,C,T4B,39.30,21.13,65,-43.87,-0.6749,0.6749
DJ504888_3,US SD L桌X字升降桌带文件柜  一件两箱 颜色->原木+白色,ALL,AMAZON,C,T4B,51.73,27.81,65,-37.19,-0.5722,0.5722
DJ504937_1,EU AG JYH213 棉麻软包气杆床 圆弧靠背掀盖 双灯带 140*200m 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,49.35,20.13,65,-44.87,-0.6903,0.6903
DJ504979_1,EU VD 板式面盆柜 双开门 单抽 侧边可左右互换置物层 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,52.55,26.73,65,-38.27,-0.5887,0.5887
DJ505103_3,EU AG转角床 浅灰棉麻 床头可互换0.9*2m 2灯带 欧规2AC+2USB 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,23.33,12.55,65,-52.45,-0.8070,0.8070
DJ505154_1,US DC 高架床 LBCD-01 2508 L型电脑桌款  一件两箱 颜色 黑色,ALL,UNKNOWN,B,T4B,14.68,7.89,65,-57.11,-0.8786,0.8786
DJ505161_1,US R132款 侧梯7抽帐篷低阁楼床带2条灯带床头置物袋 一件一箱 颜色->黑色,ALL,AMAZON,A,T4B,77.28,39.32,65,-25.68,-0.3951,0.3951
DJ505193_2,US AG 折叠储物沙发床架 左右互换+无纺布抽 T 一件两箱 颜色->灰橡木,ALL,UNKNOWN,B,T4B,75.39,38.36,65,-26.64,-0.4099,0.4099
DJ505276_2,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#2,颜色TX-001米白绒布",ALL,AMAZON,C,T4B,34.44,17.52,65,-47.48,-0.7304,0.7304
DJ505300_4,US 床GJ-013T低阁楼双层储物6布抽床+空格含灯带一件一箱粉铁+粉色板,ALL,AMAZON,B,T4A,73.48,28.98,65,-36.02,-0.5542,0.5542
DJ505303_3,US 床YLS-017上T下F床4抽办公桌含插盘灯带一件两箱黑铁+灰木纹板+黑色PU抽面,ALL,AMAZON,B,T4A,64.75,30.04,65,-34.96,-0.5378,0.5378
DJ505419_1,"US AG 乡村风板式翻盖气撑床架 Q 一件两箱 尺码->#1,仿古白色",ALL,AMAZON,C,T4B,41.34,21.03,65,-43.97,-0.6764,0.6764
DJ505438_2,US DC 现代农舍 BFMH-01床下六抽屉 K 白色 一件两箱,ALL,AMAZON,C,T4B,8.19,3.93,65,-61.07,-0.9395,0.9395
DJ503416_2,US PT 美式四抽侧边置物床Q  一件两箱 颜色->白色PU,ALL,AMAZON,B,T4A,80.98,31.94,64,-32.06,-0.5010,0.5010
DJ503576_1,VD 板竹面盆柜 双门 白色+原色 一个一箱 颜色->白色,ALL,AMAZON,C,T4B,67.08,27.37,64,-36.63,-0.5723,0.5723
DJ503583_1,EU DC 悬浮床BXF-01L 铁管全拆装无床头-93款 黑色 90*200 一件一箱,ALL,AMAZON,C,T4B,23.67,12.73,64,-51.27,-0.8011,0.8011
DJ504469_3,US TA 1.1米衣帽架带鞋架层架 一件一箱 颜色->火烧云,ALL,AMAZON,B,T3,84.94,89.19,64,25.19,0.3935,0.3935
DJ504672_2,US TS11 板式六抽圆柱支撑顶电视柜带电视支架 颜色->白色,ALL,AMAZON,C,T4B,32.92,15.80,64,-48.20,-0.7531,0.7531
DJ504915_3,EU DC LED木质镜柜三开门内开 HYC 100*16*60 白色 一件一箱,ALL,AMAZON,C,T3,151.70,136.53,64,72.53,1.1332,1.1332
DJ504951_2,"EU KM BF-RC01 功能床头侧4抽 双包 尺码->L,140*190;颜色->灰色,PU-灰",ALL,AMAZON,C,T4B,51.18,27.52,64,-36.48,-0.5701,0.5701
DJ505052_7,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ黑色pu+黑色一件一箱90*190,ALL,AMAZON,C,T4B,64.90,34.89,64,-29.11,-0.4549,0.4549
DJ505176_2,US AG 6布抽2小翻盖角落床 T 一件一箱 颜色->灰色,ALL,AMAZON,B,T4A,56.49,27.79,64,-36.21,-0.5659,0.5659
DJ505248_3,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#3,大理石色",ALL,AMAZON,C,T4A,94.64,37.33,64,-26.67,-0.4168,0.4168
DJ505300_2,US 床GJ-013T低阁楼双层储物6布抽床+空格含灯带一件一箱白铁+白麻板,ALL,UNKNOWN,A,T4B,59.39,31.93,64,-32.07,-0.5011,0.5011
DJ505523_1,US UA BK-LMZ02 三拱门罗马柱书柜 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,24.58,11.80,64,-52.20,-0.8156,0.8156
DJ505596_1,EU AG JYH234 棉麻软包气杆床 黑灰色2027板 掀盖靠背 双灯带  140*190cm 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,9.52,4.57,64,-59.43,-0.9286,0.9286
DJ505610_2,UK BW 边柜NSD-03 英标插排氛围灯款 上空2抽 两件一箱 颜色->白色,ALL,AMAZON,C,T4B,14.61,7.02,64,-56.98,-0.8904,0.8904
DJ505741_2,US AG 高搁架6布抽角落床 T 一件一箱 颜色->灰色,ALL,AMAZON,C,T4B,9.74,4.68,64,-59.32,-0.9269,0.9269
DJ504543_1,US TS08 1米6长11抽悬浮顶电视柜带灯带插排 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,62.92,29.20,63,-33.80,-0.5366,0.5366
DJ504777_4,US UA 窄款拱顶书柜 一件一箱 颜色->复古白G05256,ALL,AMAZON,D,T4B,15.72,7.55,63,-55.45,-0.8802,0.8802
DJ505050_1,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ 黑色+火烧色 一件一箱 90*200,ALL,AMAZON,C,T4B,35.80,18.22,63,-44.78,-0.7109,0.7109
DJ505051_5,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ 白色+原木色 一件一箱160*200,ALL,AMAZON,C,T4B,22.14,10.63,63,-52.37,-0.8313,0.8313
DJ505079_3,US UA BK-GD01 高款拱顶书柜带推车 一件一箱 颜色->棕色G29024I,ALL,UNKNOWN,C,T4B,6.20,2.98,63,-60.02,-0.9528,0.9528
DJ505103_2,EU AG转角床 米白棉麻 床头可互换0.9*2m 2灯带 欧规2AC+2USB 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,32.77,17.62,63,-45.38,-0.7204,0.7204
DJ505134_1,US SD 1.6米单人升降行政桌  一件两箱 颜色->金丝楠木+黑麻,ALL,AMAZON,C,T4B,54.13,25.98,63,-37.02,-0.5876,0.5876
DJ505139_2,US SD 2米美式L桌带6抽 一件两箱 颜色->浮雕白+棕色,ALL,AMAZON,C,T4B,39.40,21.18,63,-41.82,-0.6638,0.6638
DJ505229_3,"US HA 书桌 VT12 圆弧柱5抽两门波浪纹大镜子款 一件两箱A/B 颜色->#3,灰色橡木色",ALL,UNKNOWN,C,T4B,40.90,21.99,63,-41.01,-0.6510,0.6510
DJ505300_1,US 床GJ-013T低阁楼双层储物6布抽床+空格含灯带一件一箱 颜色黑铁+22022胡挑木,ALL,AMAZON,B,T4A,72.32,33.55,63,-29.45,-0.4674,0.4674
DJ505408_3,"EU KM BF-TCC01 板式-侧4抽双灯带 两箱包 尺码->XXL,160*200;颜色->白色,白色+原木色",ALL,AMAZON,C,T4B,16.42,8.83,63,-54.17,-0.8599,0.8599
DJ505507_1,UK AG JYH208A 棉麻软包气杆床 床耳床尾3灯带 靠背翻盖 135*190cm 一件两箱 颜色->深灰色,ALL,AMAZON,B,T4B,56.87,30.58,63,-32.42,-0.5147,0.5147
DJ505530_1,US 纯板材吸塑竖条纹错层L高桌 一件两箱 颜色->原木色,ALL,AMAZON,C,T4B,30.78,14.77,63,-48.23,-0.7655,0.7655
DJ505576_2,US SD 1.52米单门高桌 一件一箱  颜色->火烧云,ALL,AMAZON,C,T4B,44.22,23.77,63,-39.23,-0.6227,0.6227
DJ505661_2,US AG 板式床 靠背翻盖软包 床头双柜门 6抽 F 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,7.75,3.72,63,-59.28,-0.9410,0.9410
DJ505683_2,UK BW 悬浮床BXF-Q03床头储物 CY 灰色麻布+黑色 一件一箱90*190,ALL,AMAZON,C,T4B,14.84,7.12,63,-55.88,-0.8870,0.8870
DJVN000121_2,US WIN 八字胡墙柜异形门款 一件一箱 ->#2原木色: 吉福Joyful-J8130-7V 3DPM7,ALL,AMAZON,D,T4B,13.05,7.02,63,-55.98,-0.8886,0.8886
DJ502530_2,US AE 书柜 三抽带储物空间加灯带插排 颜色->黑色,ALL,WALMART,A,T4B,75.43,30.77,62,-31.23,-0.5037,0.5037
DJ503441_2_WF,US PT 正方形升降谷仓咖啡桌 颜色->黑麻+火烧云,ALL,UNKNOWN,C,T4B,29.80,16.02,62,-45.98,-0.7416,0.7416
DJ503712_1,US 亚克力双开门高文件柜 一件一箱 颜色->白麻色,ALL,AMAZON,C,T4B,74.00,30.19,62,-31.81,-0.5131,0.5131
DJ504308_5,EU DC铁木床LIW-02 床头一层板+交叉造型+灯带插排 ZY 火烧色 一件一箱 160*200,ALL,AMAZON,C,T4B,40.93,22.00,62,-40.00,-0.6452,0.6452
DJ504532_2,EU VD 角落气杆软包床 2层置物 欧标床垫1.4*2m 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,29.68,14.24,62,-47.76,-0.7703,0.7703
DJ504693_1,UK AG JYH210A 棉麻软包气杆床 靠背2档调节 双灯带 150*200cm 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,51.34,26.12,62,-35.88,-0.5788,0.5788
DJ504701_2,EU AG灯芯绒床围环绕灯带 1.4*1.9m气杆床 2AC+1U1T插孔 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,13.95,6.70,62,-55.30,-0.8920,0.8920
DJ504744_1,US SD 1.6m5抽L桌带排插 一件一箱  颜色->黑色,ALL,AMAZON,C,T4B,56.63,28.81,62,-33.19,-0.5353,0.5353
DJ504898_1,"US 床BJS-549T 儿童树屋床+布抽 含灯带 99*190 颜色->#1,白色",ALL,AMAZON,B,T4A,63.00,29.23,62,-32.77,-0.5285,0.5285
DJ504901_2,EU DC 铁木床IW-01带灯带欧标插排 HQ G黑色火烧云 120*200 一件一箱,ALL,AMAZON,B,T4B,44.68,22.73,62,-39.27,-0.6334,0.6334
DJ505050_2,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ 黑色+火烧色 一件一箱 120*200,ALL,AMAZON,C,T4B,34.51,17.56,62,-44.44,-0.7168,0.7168
DJ505052_6,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ黑色pu+黑色一件一箱180*200,ALL,AMAZON,C,T4B,38.73,20.82,62,-41.18,-0.6642,0.6642
DJ505069_4P11,US AG 高架布抽角落床 F 一件一箱 4个把手+把手螺丝+4个白色布抽 一套一包,ALL,AMAZON,D,T4B,62.00,29.76,62,-32.24,-0.5200,0.5200
DJ505134_3,US SD 1.6米单人升降行政桌  一件两箱 颜色->白麻+木纹,ALL,UNKNOWN,C,T4B,73.98,35.51,62,-26.49,-0.4273,0.4273
DJ505163_1,"EU KM BF-TR01 基础款铁木床头软包床 尺码->L,140*190;颜色->白色,麻布白+原木板材",ALL,AMAZON,C,T4B,30.27,14.53,62,-47.47,-0.7657,0.7657
DJ505168_1,"US 594款 T尺寸上床下桌8抽带灯带插排 一件一箱,箱规不超49kg 颜色->火烧云",ALL,WALMART,A,T4B,64.28,30.85,62,-31.15,-0.5024,0.5024
DJ505212_2,US DC 铁木床 CBF-08改 铁木储物带尾桌 154 T款 一件两箱  颜色->白色,ALL,UNKNOWN,B,T4B,51.83,27.87,62,-34.13,-0.5506,0.5506
DJ505499_2,EU AG 布抽软包靠背角落床 140*190 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,19.04,9.14,62,-52.86,-0.8526,0.8526
DJ505524_1,US UA BK-LMZ03 单拱门罗马柱书柜80cm 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,20.15,9.67,62,-52.33,-0.8440,0.8440
DJ505662_2,US AG 板式床 靠背翻盖软包 床头双柜门 6抽 Q 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,17.49,8.40,62,-53.60,-0.8646,0.8646
DJ486101_1,US TP 书桌 带灯泡  2小3大抽屉3折镜（拆装）  一件一箱 颜色->白色,ALL,TIKTOK,C,T4B,6.25,3.36,61,-57.64,-0.9449,0.9449
DJ503698_2,US 80cm板式储物马桶架 一件一箱 颜色->灰古木+玻璃门,ALL,AMAZON,B,T4B,84.96,34.66,61,-26.34,-0.4317,0.4317
DJ504085_3,US 单人L高桌5布抽低价款 一件一箱 颜色->白麻,ALL,TEMU,B,T4B,63.36,25.85,61,-35.15,-0.5762,0.5762
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,UNKNOWN,C,T4B,42.20,21.47,61,-39.53,-0.6480,0.6480
DJ505084_2,EU BW铁木软包床LIWS-01 床尾两抽屉 黑色+火烧色 HQ 一件一箱140*200,ALL,AMAZON,C,T4B,17.94,8.61,61,-52.39,-0.8589,0.8589
DJ505086_2,US DC PU床 双侧LED USB款 K 黑色 HQ一件一箱,ALL,AMAZON,C,T4A,62.03,28.78,61,-32.22,-0.5281,0.5281
DJ505103_1,EU AG转角床 深灰棉麻 床头可互换0.9*2m 2灯带 欧规2AC+2USB 一件两箱 颜色->火烧云,ALL,AMAZON,C,T4B,28.51,14.51,61,-46.49,-0.7622,0.7622
DJ505248_4,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#4,风轻云扬灰",ALL,AMAZON,C,T4B,50.76,24.36,61,-36.64,-0.6006,0.6006
DJ505319_1,US UA MV-HM01 弧面错层梳妆台五抽两柜 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,4.26,2.29,61,-58.71,-0.9625,0.9625
DJ505427_3,EU DC 软包双灯款气动床BQQ-02 ZY 93款  灰色 一件两箱 140*200,ALL,AMAZON,C,T4B,21.92,10.52,61,-50.48,-0.8275,0.8275
DJ505496_2,US 床BJS-2408T拱形双开门含插盘灯带 99*190 一件一箱 颜色 米白绒布+白板,ALL,UNKNOWN,B,T4B,26.57,12.75,61,-48.25,-0.7909,0.7909
DJVN000127_1,"US QZ 藤编一抽床头柜，带插座，一件一箱 尺码->#1,灰橡木",ALL,AMAZON,D,T4B,45.50,24.46,61,-36.54,-0.5990,0.5990
DJ454146_2,US TP 折叠餐桌  方形玄关桌  一件一箱 颜色->YZ6630+寿光暖白（小麻）,ALL,AMAZON,C,T4B,28.03,11.44,60,-48.56,-0.8094,0.8094
DJ503121_3,HS NSFH-01L 边柜 纯木 插板翻门 双抽 一件一箱 颜色->橡木灰,ALL,AMAZON,C,T3,167.17,137.08,60,77.08,1.2846,1.2846
DJ503915_1,US HS 抽屉柜 DDBT-02 1x5+2 底座 无把手 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,13.68,5.58,60,-54.42,-0.9069,0.9069
DJ504846_1,"US 床TB-748F 双层抽屉软包转角床 含灯带 137*190 颜色->#1,黑铁+灰色麻布",ALL,AMAZON,C,T4B,46.55,25.03,60,-34.97,-0.5829,0.5829
DJ504877_1,EU FR浴室镜柜 铁木双开门LED灯 70*70两侧挂篮 欧标2AC+1U1T 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,41.30,16.85,60,-43.15,-0.7191,0.7191
DJ504961_1,UK BW 软包气动床BQQ-01 HQ 608 灰色 一件两箱135*190,ALL,AMAZON,C,T4B,27.58,11.25,60,-48.75,-0.8125,0.8125
DJ505103_2,EU AG转角床 米白棉麻 床头可互换0.9*2m 2灯带 欧规2AC+2USB 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,20.32,10.92,60,-49.08,-0.8179,0.8179
